playerID,Age,MarketValue,Wage,Potential
7784,32,2,0.035,72
7808,33,0,0,67
7814,34,0.75,0.015,72
7820,36,0,0,66
7823,32,0,0,69
7826,31,14.5,0.08,81
7833,37,0,0,66
7841,36,0,0,79
7842,32,0,0,69
7849,35,0.15,0.009,69
7870,29,0,0,65
7877,31,0,0,81
7912,32,0,0,66
7932,34,0.1,0.003,63
7933,31,0,0,62
7939,40,0.17,0.003,69
7947,38,0,0,77
8008,30,0,0,67
8012,36,0.1,0.007,68
8013,29,0,0,70
8038,31,0,0,76
8040,34,0.15,0.005,65
8048,36,0,0,80
8088,31,0,0,68
8132,29,0,0,75
8205,34,1.2,0.009,71
8210,30,0.825,0.01,68
8214,31,0,0,74
8219,32,0,0,61
8222,35,0,0,74
8243,34,0,0,61
8247,39,0,0,72
8264,33,0.23,0.002,65
8276,30,0,0,71
8284,27,0,0,68
8293,31,0,0,69
8298,37,0,0,70
8333,38,0,0,65
8348,35,0,0,67
8376,32,0,0,77
8387,33,0,0,70
8471,29,0,0,69
8473,34,5,0.08,79
8516,29,0,0,68
8517,34,1.3,0.03,75
8568,28,0,0,69
8631,35,0.19,0.004,68
8722,33,0,0,75
8741,32,0,0,81
8753,35,0,0,64
8763,33,0,0,79
8772,33,0,0,81
8798,38,0,0,71
8830,32,0.2,0.007,64
8834,36,0,0,73
8842,36,0,0.003,65
8963,39,0,0.006,67
8998,31,0,0,69
9002,32,0,0,70
9003,28,0,0,75
9006,31,0,0,78
9014,31,50,0.25,89
9037,34,0,0,67
9273,36,0,0,67
9432,33,1.8,0.04,76
9593,33,0,0,85
9639,34,0,0,69
9656,32,0,0,76
9676,34,7.5,0.05,80
9723,32,0,0,71
9751,39,0.12,0.004,66
9758,34,0,0,73
9764,31,0.4,750,64
9771,34,0.4,0.007,68
9780,30,0,0,70
9799,33,0.6,0.02,70
9801,34,0.5,0.02,70
9805,33,0.9,0.03,73
9807,37,0.07,0.002,65
9815,32,0.25,0.005,64
9833,34,0.875,0.015,70
9978,32,0,0,73
10133,32,0,0,73
10183,30,0,0,60
10264,34,0,0,77
10468,30,0,0,61
10475,32,0,0,58
10535,34,15.5,0.15,86
10540,33,0,0,66
10584,35,0.1,0.006,65
10684,37,0,0,77
10704,34,0,0,88
10764,38,0,0.015,72
10780,35,0.9,0.035,76
10824,34,0.25,0.005,68
10863,35,1.2,0.025,74
10866,33,0,0,76
10899,31,0.16,0.002,60
10959,34,2.8,0.045,77
11031,37,0,0,68
11056,32,0,0,69
11083,37,0,0,75
11097,32,0,0,63
11110,31,0,0,80
11114,33,0,0,78
11125,33,0,0,66
11141,37,1.3,0.08,79
11215,32,0,0,66
11260,32,0.4,0.002,66
11292,33,0,0,68
11346,35,0.03,0.003,61
11381,33,0.725,0.006,69
11414,35,0.02,750,57
11427,34,0.25,0.009,68
11465,31,0,0,65
11495,35,0.1,0.005,64
11535,33,0.475,0.003,66
11576,33,0,0,72
11595,35,0.07,0.003,64
11642,36,0,0,60
11769,35,1.5,0.025,73
11785,31,0,0,63
11791,34,0.29,0.004,68
11808,35,0.15,0.006,69
11814,33,0,0,63
11841,34,0.1,0.004,62
11918,37,0.02,0.003,60
11941,32,0,0,69
11944,33,0,0,68
11983,43,0.925,0.025,77
11998,36,0,0.002,62
12011,36,0.45,0.01,68
12070,33,0,0,67
12078,32,0,0,76
12167,36,0.08,0.001,66
12253,32,0.3,0.006,66
12259,35,0.9,0.06,76
12265,30,0,0,78
12326,29,0,0,78
12371,35,0,0,76
12445,34,1,0.015,72
12462,32,0,0,63
12489,34,0,0,66
12492,35,0,0,67
12514,39,0,0,74
12624,37,0,0,68
12666,35,0.27,0.01,67
12695,33,0,0,74
12766,34,0,0,67
12863,35,0,0,70
12940,32,0.5,0.01,68
13038,35,0,0,83
13042,33,0,0,73
13077,34,0,0,71
13111,30,0,0,84
13117,28,0,0,65
13119,33,0,0,74
13124,31,0.75,0.002,68
13127,33,1,0.006,70
13128,32,0,0,85
13130,35,0.5,0.025,73
13131,26,0,0,74
13132,34,0,0,74
13144,32,0,0,75
13349,33,0,0,68
13354,34,0.035,0.003,58
13446,30,0,0,72
13690,33,1.1,0.02,70
13732,34,9,0.12,84
13739,34,0.16,0.003,63
13743,35,5.5,0.05,81
13761,35,0.06,0.002,61
13843,34,0.15,0.003,61
13856,31,0,0,60
13867,31,0,0,61
13879,33,2.7,0.035,75
13890,32,0,0,65
13891,30,0,0,72
13914,35,0.6,0.006,69
13920,32,0,0,75
14005,31,0,0,61
14106,33,0,0,58
14180,36,0,0,73
14185,32,0,0,62
14191,32,0,0,67
14487,35,0.19,0.002,62
14491,31,0,0,66
14498,32,0,0,72
14500,35,0,0,67
14501,34,0,0,70
14510,34,1.1,0.02,72
14752,32,0.325,0.005,64
14907,37,1.3,0.025,75
15270,34,0,0,68
15304,37,0.13,0.003,64
15402,33,0,0,61
15552,33,0.2,0.003,62
15638,31,0,0,57
15639,34,0,0,66
15704,33,0.1,750,63
15706,30,0,0,67
15708,42,0,0,66
15709,37,0,0,69
15711,28,0,0,69
15715,29,0,0,67
15716,37,0,0,70
15723,34,3.6,0.05,77
15725,38,0,0,74
15754,29,0,0,79
15799,34,0,0,65
15846,35,0,0,70
15976,42,0,0.004,67
15982,37,0,0,70
15990,32,0,0,73
15992,33,0.4,0.004,67
15999,27,0,0,70
16005,34,0,0,64
16177,32,0.425,0.003,65
16188,31,0,0,73
16254,36,4.5,0.06,79
16334,34,0,0,79
16619,34,0,0,78
16845,32,0.25,0.01,67
16897,35,1.2,0.08,78
17146,35,118.5,0.565,78
17386,35,0,0,78
17394,29,0,0,66
17535,30,0,0,75
17605,38,0,0.025,73
17635,33,0.1,0.004,63
17725,35,0.23,0.003,70
17811,36,0,0.002,63
17820,31,2.4,0.05,76
17880,31,0,0,75
17881,38,0,0,76
17887,32,0,0,76
17891,33,0,0,64
17899,33,0,0,77
17912,35,0.35,0.02,70
17944,33,0,0,74
17964,33,0,0,72
17992,30,0.95,0.002,69
18073,34,0.17,0.002,66
18115,29,1.6,0.02,72
18121,26,0.525,0.002,66
18122,34,1.4,0.015,72
18126,34,0,0,86
18181,29,0,0,72
18422,30,0,0,78
18511,31,0,0,64
18591,32,0,0,71
18704,35,0,0,61
18739,33,0.2,0.001,62
18760,33,0,0,67
18766,32,0,0,67
18785,32,0.2,0.006,64
18881,31,0,0,68
18886,31,0.3,0.006,64
18919,35,0.375,0.01,69
18923,34,0,0,56
19077,31,0,0,66
19104,36,0,0.015,72
19140,37,0.1,0.001,63
19184,32,0.05,750,58
19202,37,0,0.001,64
19232,29,0,0,54
19260,35,0.035,0.003,60
19271,34,0.21,0.005,66
19292,31,2.7,0.04,75
19307,33,0,0,71
19324,36,0,0.005,69
19351,32,0.425,0.002,64
19365,31,0,0,55
19376,35,0.15,0.003,64
19394,34,0,0,65
19400,33,0.2,0.001,64
19463,33,0.1,0.004,62
19524,35,0.21,0.001,65
19632,31,0,0,64
19655,31,0,0,75
19687,36,0,0.005,69
19689,34,0.05,0.004,61
19704,35,0,0,70
19724,33,0.14,0.001,61
19756,31,0,0,64
19765,35,0,0,79
19773,29,0,0,66
19805,31,0,0,67
19874,33,0.725,0.015,71
19896,40,0,0.02,74
19975,31,1.3,0.02,71
19976,31,0.4,0.006,66
19977,36,0,0,85
20057,33,0.14,0.002,63
20083,32,0,0,72
20115,28,0,0,60
20166,29,0,0,68
20171,35,0,0,63
20172,34,0.375,0.002,67
20176,32,2.7,0.04,74
20199,34,0,0,69
20204,33,0,0,78
20205,33,0,0,78
20209,34,1,0.025,74
20212,32,0,0,83
20232,35,0,0,70
20250,32,0,0,80
20289,32,25,0.17,85
20388,27,0.575,0.003,67
20481,27,0,0,60
20490,37,0,0,73
20525,31,0,0,58
20537,36,0,0.003,64
20543,32,0.19,0.004,63
20551,33,1.2,0.015,71
20556,35,1.2,0.02,74
20572,31,0,0,67
20578,33,0,0,73
20607,35,0,0,73
20613,32,0,0,68
20642,32,0,0,74
20644,30,0,0,70
20665,35,0,0,71
20686,32,0.575,0.008,69
20699,34,0.475,0.006,69
20731,41,0.06,0.003,68
20760,33,0,0,76
20772,33,0,0,74
20775,31,11.5,0.06,80
20776,34,0,0,63
20779,35,0,0,70
20785,36,0,0,72
20794,27,0,0,65
20798,33,3.4,0.045,76
20799,32,1.7,0.015,73
20801,30,85.5,0.475,93
20882,32,0,0,77
20933,36,0,0.006,68
21144,32,0.25,0.006,66
21146,33,6.5,0.08,80
22499,31,0,0,77
23015,38,0.65,0.045,76
23312,34,0.13,0.001,64
23330,33,0,0,84
23461,37,0,0.025,74
23466,30,1.5,0.025,72
23641,34,0,0,79
23814,31,0,0,69
23823,33,1.3,0.02,73
23972,32,0,0,82
24225,33,0,0,65
24248,35,1.8,0.008,76
24332,32,0,0,75
24413,30,0,0,66
24438,39,0,0.025,74
24630,32,12.5,0.08,81
24717,35,0.25,0.015,71
24851,35,0.55,0.03,74
24860,30,0,0,68
24894,33,0,0,69
24932,32,0.775,0.025,70
25110,31,0,0,65
25249,30,0,0,72
25420,36,0.95,0.045,77
25798,33,2.3,0.03,74
25924,36,0,0.007,69
26709,36,0,0.04,76
26992,37,0,0.035,77
27107,34,0,0,62
27487,35,0.03,750,61
27488,32,0,0,71
27490,29,0,0,66
27532,34,1.1,0.015,71
27544,27,0,0,66
27556,31,0.29,0.002,62
27578,33,0,0,67
27971,34,0.15,0.003,65
28050,33,0.525,0.005,66
28057,35,0,0,68
28060,31,0.3,0.003,64
28061,32,0.11,0.003,60
28067,32,0,0,72
28097,30,0.3,0.004,63
28108,33,0.23,750,65
28130,34,4.1,0.025,78
28157,37,0.07,0.002,61
28178,33,0.18,0.003,64
28223,33,0.025,750,54
28230,32,0.575,0.004,67
28233,33,0,0,63
28249,27,0,0,72
28277,27,0,0,66
28298,32,0,0,75
28725,32,0,0,66
28735,33,0,0,79
28739,30,0,0,67
28765,40,0,0.02,74
28948,35,0,0,72
29118,37,0.03,0.001,57
29183,36,1.5,0.025,74
29337,29,0,0,75
29488,31,0,0,73
29552,39,0.85,0.004,72
29716,34,0,0,81
29831,32,0,0,74
29881,34,0,0,76
30110,34,7.5,0.05,80
30325,30,0,0,70
30458,34,0.16,0.004,65
30540,35,0,0,68
30620,33,0.425,0.007,68
30630,31,0,0,73
30663,31,0,0,74
30697,32,0.08,0.003,59
31378,26,0,0,79
31432,37,2.1,0.05,81
31486,33,0,0,63
31667,30,0,0,78
31686,34,0.15,0.005,64
31831,32,2.4,0.045,75
32420,32,0.375,0.002,64
32442,31,0,0,68
32648,33,0,0,54
33022,30,0,0,76
33335,35,0,0,59
33674,35,0,0,62
33757,33,0,0,69
34079,34,0.6,0.02,72
34437,33,0,0,64
34440,30,0,0,62
34521,29,0,0,75
34663,29,0,0,61
34666,36,0,0,69
34824,32,1.7,0.025,72
35179,35,0,0,64
35310,31,0.1,0.005,63
35491,31,0,0,65
35713,33,0,0,73
35889,31,0,0,69
36659,31,0,0,65
36660,33,0,0,70
36792,30,0,0,62
36846,32,0,0,65
37312,32,0,0,62
37872,32,0,0,70
38256,30,0,0,70
38670,32,0.05,0.003,59
39386,33,0.7,0.015,71
39521,31,0,0,69
39630,32,0,0,61
39943,32,0,0,78
40702,34,0,0,68
40805,35,0.15,0.001,68
40863,34,0,0,61
40898,32,0,0,69
40899,29,0,0,71
40900,35,0.4,0.03,73
40988,32,0,0,70
41196,34,0,0,61
41223,30,0,0,66
41233,33,0.675,0.001,69
41236,33,40.5,0.22,89
41378,33,0.5,0.015,70
41615,31,0,0,72
41634,33,1.5,0.02,74
41635,33,3.1,0.05,77
41674,34,1.3,0.03,75
41705,31,0,0,68
41725,34,1,0.005,74
41734,34,0.9,0.025,73
41745,35,0.12,0.001,67
41784,34,0.375,0.01,67
41824,31,0,0,76
41835,33,0.55,0.008,68
41874,34,0.4,0.015,70
42521,31,3.4,0.04,75
43020,35,0.05,0.004,62
44414,35,0.2,0.002,65
44877,31,0,0,61
44897,37,0,0,82
44900,33,0,0,83
44902,34,0,0,78
44991,32,0.575,0.008,69
45002,27,0,0,73
45032,35,0,0,71
45062,33,0.23,0.004,65
45073,35,0.21,0.003,66
45074,32,0.5,0.008,66
45080,35,0.09,0.001,65
45082,31,0.2,0.007,64
45083,32,1.2,0.025,72
45098,32,0.575,0.01,69
45104,30,1.3,0.025,70
45119,33,5,0.07,78
45121,35,0,0,75
45122,33,0,0,79
45124,34,0,0,84
45129,31,1.2,0.005,70
45139,32,0,0,64
45143,34,0,0,64
45162,33,0.16,0.002,61
45166,27,0,0,67
45167,29,0,0,67
45169,29,0,0,63
45172,33,0.625,0.002,70
45186,33,6.5,0.045,79
45194,32,0,0,71
45197,33,13,0.14,84
45202,34,0.6,0.03,73
45208,29,0,0,66
45269,29,0,0,63
45326,35,0,0,63
45352,36,0,0,77
45362,33,0.26,0.001,66
45367,32,0,0,85
45435,36,0,0,60
45437,35,0.35,0.001,72
45448,29,0,0,60
45453,35,0,0,62
45455,31,0.19,0.002,61
45456,29,0,0,72
45461,36,0,0,68
45462,38,0,0.001,69
45471,29,0,0,72
45472,34,1.5,0.03,73
45473,35,0.75,0.005,70
45475,33,0,0,66
45490,33,0,0,68
45501,33,0.18,0.002,63
45504,34,1.8,0.03,74
45517,32,0,0,65
45534,34,0.65,0.015,72
45574,32,5.5,0.06,77
45577,35,0.03,0.004,61
45587,33,0.2,0.005,64
45595,34,1.6,0.04,76
45601,34,1.1,0.02,72
45605,34,0.65,0.015,70
45606,30,0,0,69
45616,31,0.2,0.007,64
45618,34,0.65,0.001,70
45655,30,0,0,72
45656,36,0,0,71
45661,34,0,0,81
45674,32,1.7,0.04,73
45701,31,0,0,66
45702,34,0.475,0.001,67
45707,29,0,0,75
45708,32,0,0,73
45721,33,0.375,0.007,69
45733,33,0,0,72
45744,28,0,0,65
45754,33,0.55,0.007,69
45763,34,0.625,0.015,72
45842,32,4,0.05,77
45874,31,1.7,0.025,72
45880,31,0.4,0.01,67
46014,36,0,0.003,64
46027,30,0,0,76
46042,36,0,0.035,76
46065,35,0.05,0.001,62
46087,29,0,0,71
46102,29,0,0,78
46154,37,0,0,69
46160,36,0,0.025,73
46167,36,0.05,0.005,66
46175,32,2.3,0.04,73
46590,31,4.5,0.05,77
46727,31,0.9,0.01,69
46736,34,2.1,0.04,77
46807,36,0,0.003,65
46815,34,0.65,0.015,72
46826,33,0.7,0.015,70
46847,31,0,0,74
46857,33,0.525,0.006,68
46997,28,0,0,70
47003,35,0.13,0.001,63
47014,31,0.325,0.006,65
47020,33,0.525,0.005,67
47058,28,0,0,78
47092,33,0,0,70
47096,34,0,0,67
47131,33,0,0,76
47158,27,0,0,68
47189,30,0,0,68
47201,32,3.1,0.04,75
47483,33,0.55,0.005,68
47529,33,0,0,66
47608,33,0,0,74
47615,33,0,0,76
47638,36,0,0,68
47680,31,0,0,58
47688,35,0,0,60
47690,30,0.1,0.003,58
47691,31,0,0,61
47692,27,0,0,70
47699,36,0,0,55
47702,31,0.14,0.001,60
47763,28,0,0,71
47853,31,0,0,71
47854,33,0,0,63
47860,32,2,0.035,74
47903,36,0.725,0.015,71
47961,35,0,0,66
47976,33,0,0,63
47977,35,0,0,67
48098,31,0,0,64
48717,35,11.5,0.09,82
48722,37,0.03,0.001,61
48738,34,0.27,0.005,68
48745,33,3.1,0.06,77
48757,37,0,0,71
48758,31,0,0,74
48826,32,0.55,0.004,67
48940,33,28,0.16,86
49000,33,2.4,0.025,74
49006,27,0,0,78
49012,33,2.3,0.03,74
49025,33,0.9,0.015,72
49026,33,0.575,0.008,68
49031,36,3.1,0.035,77
49036,32,2.3,0.04,73
49043,32,0.13,0.001,59
49045,31,0.9,0.005,69
49051,34,0,0,64
49072,35,0,0,78
49073,28,0,0,71
49076,30,1.4,0.025,72
49116,32,3.9,0.05,77
49161,34,0.9,0.025,73
49170,32,1,0.025,70
49192,32,0.575,0.003,67
49204,29,0,0,78
49212,36,2.3,0.03,76
49214,34,0.19,0.001,66
49221,33,0.15,0.002,61
49223,30,0.425,0.002,65
49364,26,0,0,73
49369,31,9,0.1,79
49370,32,11.5,0.13,82
49389,30,0,0,75
49419,31,0,0,69
49425,31,1.9,0.035,73
49435,34,0.16,0.001,65
49441,31,0.35,0.005,65
49457,33,0.25,0.009,67
49461,30,0,0,71
49467,28,0,0,71
49468,33,0,0,65
49472,32,2.5,0.035,74
49476,28,0,0,62
49477,28,0,0,78
49479,29,0,0,69
49480,30,0,0,61
49483,32,0.2,0.007,64
49485,33,0.725,0.015,71
49486,30,1.3,0.025,70
49488,31,2.8,0.03,74
49490,35,0.2,750,65
49574,32,0.26,0.001,63
49607,27,0,0,74
49613,36,0,0.004,65
49614,32,0,0,70
49617,33,1.3,0.025,73
49633,32,0.575,0.005,68
49657,33,0,0,73
49659,34,0.5,0.004,69
49663,31,0,0,66
49674,32,1.3,0.025,71
49676,28,0,0,67
49678,30,0.825,0.008,68
49684,31,0.35,0.01,69
49886,32,0.35,0.005,66
49919,35,0,0,69
49920,32,0.3,0.005,65
49939,33,0.19,0.003,64
49940,30,0.2,0.001,62
49945,31,0.14,0.001,61
49966,30,1.2,0.025,71
49992,32,0.475,0.008,68
50222,29,0,0,72
50247,31,0,0,66
50294,32,1.1,0.025,70
50327,33,4.3,0.05,77
50385,33,0.17,0.001,62
50390,32,0.18,0.001,61
50394,36,0,0,76
50398,27,0,0,72
50429,34,0.525,0.008,69
50455,32,0.55,0.02,70
50474,40,0,0,78
50509,36,0,0.001,62
50516,36,0,0,60
50525,32,0,0,71
50529,31,1.6,0.035,75
50538,34,0.1,0.004,63
50542,32,7,0.06,78
50560,32,0,0,80
50579,35,0,0,76
50588,31,1.2,0.025,70
50598,31,2.5,0.04,73
50610,36,0,0,78
50620,34,0.6,0.025,72
50637,41,0,0,69
50641,35,0.28,0.015,71
50712,32,0,0,79
50713,36,0,0.015,71
50723,36,0.06,0.009,64
50752,30,0,0,82
50763,40,0.17,0.003,69
50816,33,0.575,0.015,70
50888,35,0,0,69
50892,32,0,0,65
50894,34,0.15,0.005,65
50895,31,0,0,66
50907,33,0,0,71
50908,35,0.35,0.015,72
50920,35,0.3,0.02,71
50949,34,0.17,0.003,62
50952,33,0.15,0.005,64
50955,33,0.875,0.02,70
50958,32,0,0,63
50959,33,0.1,0.003,60
50995,32,0,0,73
50997,31,0,0,78
51003,34,0,0,73
51005,33,0,0,59
51008,35,0.15,0.005,66
51021,33,0,0,73
51061,31,0,0,64
51075,33,0,0,67
51100,35,2.6,0.06,77
51101,35,0.5,0.025,73
51105,34,1,0.025,74
51113,35,0.25,0.009,69
51114,31,0,0,74
51121,32,0,0,68
51123,32,4,0.05,77
51159,33,0.325,0.003,65
51179,31,0,0,63
51256,35,0.25,0.02,70
51257,34,2.2,0.035,75
51261,32,1.6,0.02,72
51264,30,0,0,73
51287,36,0.13,0.001,71
51293,29,0,0,68
51297,30,0,0,65
51304,34,0,0,65
51306,35,0,0,65
51321,34,0.05,0.003,60
51347,28,0,0,67
